ionIdx,ionMz,MzDelta,Mod,Formula,CompoundID,annSource,Compound_Name
414,218.0669,0.0009635,-H(-),C9H17NOS2,HMDB0038441,['hmdb40_kegg_H_F_K_Na'],O-Succinyl-L-homoserine
415,218.0775,0.0007105,-H(-),C7H13N3O5,HMDB0028740,['hmdb40_kegg_H_F_K_Na'],Asparaginyl-Serine
416,218.1038,-0.0003825,-H(-),C9H17NO5,HMDB0000210,['hmdb40_kegg_H_F_K_Na'],Pantothenic acid
417,219.0481,0.0004664,-H(-),C12H12O2S,HMDB0034857,['hmdb40_kegg_H_F_K_Na'],"2-(2-Thienylmethylene)-1,6-dioxaspiro[4.4]non-3-ene"
418,219.0662,7.39E-05,-H(-),C12H12O4,HMDB0029467,['hmdb40_kegg_H_F_K_Na'],Eugenitin
419,219.0876,0.0011687,-H(-),C10H12N4O2,HMDB0060724,['hmdb40_kegg_H_F_K_Na'],Prazosin
420,219.1028,-0.0001007,-H(-),C13H16O3,HMDB0032589,['hmdb40_kegg_H_F_K_Na'],1-(5-Acetyl-2-hydroxyphenyl)-3-methyl-1-butanone
421,219.1386,0.0004847,-H(-),C14H20O2,HMDB0013817,['hmdb40_kegg_H_F_K_Na'],"2,6-Di-tert-butylbenzoquinone"
422,219.1752,0.0002631,-H(-),C15H24O,HMDB0013688,['hmdb40_kegg_H_F_K_Na'],Nootkatol
423,220.064,0.0008746,-H(-),C8H15NO4S,HMDB0062182,['hmdb40_kegg_H_F_K_Na'],N-Acetyl-L-methionine
424,221.0274,0.000383,-H(-),C11H10O3S,HMDB0039585,['hmdb40_kegg_H_F_K_Na'],NA
425,221.0605,-0.0003134,-H(-),C7H14N2O4S,HMDB0000099,['hmdb40_kegg_H_F_K_Na'],L-Cystathionine
426,221.0817,0.0002419,-H(-),C12H14O4,HMDB0002056,['hmdb40_kegg_H_F_K_Na'],Monoisobutyl phthalic acid
427,221.1182,8.53E-05,-H(-),C13H18O3,HMDB0032121,['hmdb40_kegg_H_F_K_Na'],Annuionone B
428,221.154,0.0006677,-H(-),C14H22O2,HMDB0035593,['hmdb40_kegg_H_F_K_Na'],Rishitin
429,222.0404,0.0003875,-H(-),C10H9NO5,HMDB0004083,['hmdb40_kegg_H_F_K_Na'],"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid"
430,222.0767,0.0004859,-H(-),C11H13NO4,HMDB0000866,['hmdb40_kegg_H_F_K_Na'],N-Acetyl-L-tyrosine
431,222.1506,-0.0006663,-H(-),C13H21NO2,HMDB0029828,['hmdb40_kegg_H_F_K_Na'],Dihydrodioscorine
432,223.1346,-0.0006167,-H(-),C13H20O3,HMDB0029670,['hmdb40_kegg_H_F_K_Na'],Epoxyeremopetasinorol
433,224.0788,9.73E-05,-H(-),C8H11N5O3,HMDB0014925,['hmdb40_kegg_H_F_K_Na'],Aciclovir
434,225.0993,5.53E-05,-H(-),C9H14N4O3,HMDB0000033,['hmdb40_kegg_H_F_K_Na'],Carnosine
435,225.1027,0.0006381,-H(-),C14H14N2O,HMDB0015146,['hmdb40_kegg_H_F_K_Na'],Metyrapone
436,225.1135,-0.0002641,-H(-),C12H18O4,HMDB0040705,['hmdb40_kegg_H_F_K_Na'],Allicin
437,225.1495,0.0001043,-H(-),C13H22O3,HMDB0031740,['hmdb40_kegg_H_F_K_Na'],Methyl dihydrojasmonate
438,225.1607,0.0001727,-H(-),C12H22N2O2,NA,['hmdb40_kegg_H_F_K_Na'],Cyclotetradecane
439,225.1862,-0.0002183,-H(-),C14H26O2,HMDB0000499,['hmdb40_kegg_H_F_K_Na'],5-Tetradecenoic acid
440,225.2229,-0.0005019,-H(-),C15H30O,HMDB0031078,['hmdb40_kegg_H_F_K_Na'],Pentadecanal
441,226.0834,-3.11E-05,-H(-),C9H13N3O4,HMDB0000014,['hmdb40_kegg_H_F_K_Na'],Deoxycytidine
442,227.0343,0.0006639,-H(-),C13H8O4,HMDB0013695,['hmdb40_kegg_H_F_K_Na'],Urolithin A
443,227.0676,-0.0002395,-H(-),C9H12N2O5,HMDB0000012,['hmdb40_kegg_H_F_K_Na'],Deoxyuridine
444,227.0925,-3.65E-05,-H(-),C11H16O5,HMDB0032496,['hmdb40_kegg_H_F_K_Na'],Propyl propane thiosulfonate
445,227.1647,0.0005823,-H(-),C13H24O3,HMDB0032367,['hmdb40_kegg_H_F_K_Na'],"L-Menthone 1,2-glycerol ketal"
446,227.2016,5.87E-05,-H(-),C14H28O2,HMDB0000806,['hmdb40_kegg_H_F_K_Na'],Myristic acid
447,228.1603,0.0002233,-H(-),C12H23NO3,HMDB0013267,['hmdb40_kegg_H_F_K_Na'],N-Decanoylglycine
448,229.0874,-0.0003577,-H(-),C14H14O3,HMDB0001923,['hmdb40_kegg_H_F_K_Na'],Naproxen
449,229.0984,-0.0001173,-H(-),C13H14N2O2,HMDB0037942,['hmdb40_kegg_H_F_K_Na'],"(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid"
450,229.1193,7.19E-05,-H(-),C10H18N2O4,HMDB0028876,['hmdb40_kegg_H_F_K_Na'],Hydroxyprolyl-Valine
451,229.1444,0.0001779,-H(-),C12H22O4,HMDB0000623,['hmdb40_kegg_H_F_K_Na'],Dodecanedioic acid
452,229.1563,-0.0004997,-H(-),C11H22N2O3,HMDB0028920,['hmdb40_kegg_H_F_K_Na'],Isoleucyl-Valine
453,229.1809,5.63E-05,-H(-),C13H26O3,HMDB0036133,['hmdb40_kegg_H_F_K_Na'],NA
454,230.0131,-0.0001928,-H(-),C8H9NO5S,HMDB0059911,['hmdb40_kegg_H_F_K_Na'],Paracetamol sulfate
455,231.0164,-0.0003961,-H(-),C9H4N4O4,HMDB0250384,['hmdb40_kegg_H_F_K_Na'],NA
456,231.0296,0.0002895,-H(-),C12H8O5,HMDB0032659,['hmdb40_kegg_H_F_K_Na'],"4-Hydroxy-8-methoxy-2H-furo[2,3-h]-1-benzopyran-2-one"
457,231.0482,0.0002784,-H(-),C13H12O2S,HMDB0031070,['hmdb40_kegg_H_F_K_Na'],"(2E,11Z)-5-[5-(Methylthio)-4-penten-2-ynyl]-2-furanacrolein"
458,231.0876,-0.0001749,-H(-),C10H16O6,HMDB0031640,['hmdb40_kegg_H_F_K_Na'],Glycerol 1-propanoate diacetate
459,231.0996,-0.0009275,-H(-),C9H16N2O5,HMDB0001199,['hmdb40_kegg_H_F_K_Na'],N2-Succinyl-L-ornithine
460,231.1357,-0.0006511,-H(-),C10H20N2O4,HMDB0013075,['hmdb40_kegg_H_F_K_Na'],Spermic acid 2
461,232.9842,0.0007105,-H(-),C10H6N2OS2,NA,['hmdb40_kegg_H_F_K_Na'],NA
462,233.01,6.65E-05,-H(-),C12H10OS2,HMDB0034453,['hmdb40_kegg_H_F_K_Na'],"4-[2,2'-Bithiophen-5-yl]-3-butyn-1-ol"
463,233.0275,0.000327,-H(-),C12H10O3S,NA,['hmdb40_kegg_H_F_K_Na'],NA
464,233.0658,0.0008897,-H(-),C9H14O7,HMDB0032438,['hmdb40_kegg_H_F_K_Na'],1-Isopropyl citrate
465,233.082,-6.81E-05,-H(-),C13H14O4,HMDB0030486,['hmdb40_kegg_H_F_K_Na'],"(S)-2,3-Dihydro-6-hydroxy-5-(hydroxyacetyl)-2-isopropenylbenzofuran"
466,233.1549,-0.0001623,-H(-),C15H22O2,HMDB0030016,['hmdb40_kegg_H_F_K_Na'],Valerenic acid
467,233.1655,0.0004741,-H(-),C14H22N2O,HMDB0014426,['hmdb40_kegg_H_F_K_Na'],Lidocaine
468,235.0241,0.0007381,-H(-),C11H8O6,NA,['hmdb40_kegg_H_F_K_Na'],NA
469,235.0617,-0.0005255,-H(-),C12H12O5,HMDB0030582,['hmdb40_kegg_H_F_K_Na'],Dillapional
470,235.0978,-0.0002671,-H(-),C13H16O4,HMDB0037683,['hmdb40_kegg_H_F_K_Na'],2-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]acetic acid
471,235.1334,0.0005643,-H(-),C14H20O3,HMDB0034462,['hmdb40_kegg_H_F_K_Na'],Heptyl 4-hydroxybenzoate
472,235.1703,3.67E-05,-H(-),C15H24O2,HMDB0002352,['hmdb40_kegg_H_F_K_Na'],Capsidiol
473,236.0569,-0.0004415,-H(-),C11H11NO5,HMDB0034251,['hmdb40_kegg_H_F_K_Na'],N-Benzoylaspartic acid
474,236.0711,0.0006217,-H(-),C15H11NO2,HMDB0243816,['hmdb40_kegg_H_F_K_Na'],NA
475,236.0785,-0.0009343,-H(-),C8H15NO7,HMDB0037848,['hmdb40_kegg_H_F_K_Na'],NA
476,237.0397,0.0007911,-H(-),C11H10O6,HMDB0039494,['hmdb40_kegg_H_F_K_Na'],Caffeoylmalic acid
477,237.0767,0.0001915,-H(-),C12H14O5,HMDB0002511,['hmdb40_kegg_H_F_K_Na'],"3,4,5-Trimethoxycinnamic acid"
478,237.088,0.0001289,-H(-),C11H14N2O4,HMDB0015084,['hmdb40_kegg_H_F_K_Na'],Felbamate
479,237.1129,0.0002829,-H(-),C13H18O4,HMDB0033191,['hmdb40_kegg_H_F_K_Na'],"2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione"
480,237.1347,0.0010137,-H(-),C11H18N4O2,HMDB0256598,['hmdb40_kegg_H_F_K_Na'],NA
481,237.1493,0.0003623,-H(-),C14H22O3,HMDB0038256,['hmdb40_kegg_H_F_K_Na'],3-keto-2-Methylbutyrate
482,237.1859,7.27E-05,-H(-),C15H26O2,HMDB0029350,['hmdb40_kegg_H_F_K_Na'],Geranyl 3-methylbutanoate
483,237.2227,-0.0003459,-H(-),C16H30O,HMDB0034181,['hmdb40_kegg_H_F_K_Na'],3-Methylcyclopentadecanone
484,238.891,0.0006974,-H(-),H3O9P3,HMDB0059921,['hmdb40_kegg_H_F_K_Na'],Trimetaphosphoric acid
485,239.06,0.0003572,-H(-),C9H20OS3,HMDB0033071,['hmdb40_kegg_H_F_K_Na'],Propyl 1-(propylsulfinyl)propyl disulfide
486,239.2019,-0.0002723,-H(-),C15H28O2,HMDB0029765,['hmdb40_kegg_H_F_K_Na'],9-Pentadecenoic acid
487,241.0119,2.08E-05,-H(-),C6H11O8P,HMDB0001125,['hmdb40_kegg_H_F_K_Na'],Inositol cyclic phosphate
488,241.0833,-0.0003265,-H(-),C10H14N2O5,HMDB0000273,['hmdb40_kegg_H_F_K_Na'],Thymidine
489,241.2173,2.57E-05,-H(-),C15H30O2,HMDB0000826,['hmdb40_kegg_H_F_K_Na'],Pentadecanoic acid
490,242.0311,-0.0004943,-H(-),C9H9NO7,HMDB0126648,['hmdb40_kegg_H_F_K_Na'],NA
491,242.0792,-0.0009745,-H(-),C9H13N3O5,HMDB0000089,['hmdb40_kegg_H_F_K_Na'],Cytidine
492,242.1762,-9.70E-06,-H(-),C13H25NO3,HMDB0013286,['hmdb40_kegg_H_F_K_Na'],N-Undecanoylglycine
493,243.0331,0.0001952,-H(-),C10H12O5S,HMDB0059983,['hmdb40_kegg_H_F_K_Na'],NA
494,243.0626,-0.0003199,-H(-),C9H12N2O6,HMDB0000296,['hmdb40_kegg_H_F_K_Na'],Uridine
495,243.0997,-0.0010205,-H(-),C10H16N2O5,HMDB0028827,['hmdb40_kegg_H_F_K_Na'],Glutamylproline
496,243.1244,-0.0005635,-H(-),C12H20O5,HMDB0032472,['hmdb40_kegg_H_F_K_Na'],"Polyethylene, oxidized"
497,243.1344,0.0006119,-H(-),C11H20N2O4,HMDB0028866,['hmdb40_kegg_H_F_K_Na'],Hydroxyprolyl-Isoleucine
498,243.1601,3.39E-05,-H(-),C13H24O4,HMDB0002327,['hmdb40_kegg_H_F_K_Na'],"1,11-Undecanedicarboxylic acid"
499,243.1964,0.0001333,-H(-),C14H28O3,HMDB0002261,['hmdb40_kegg_H_F_K_Na'],2-Hydroxymyristic acid
500,244.0835,0.0005207,-H(-),C11H11N5O2,NA,['hmdb40_kegg_H_F_K_Na'],NA
501,244.0941,-0.0001995,-H(-),C9H15N3O5,HMDB0028732,['hmdb40_kegg_H_F_K_Na'],Asparaginyl-Hydroxyproline
502,244.9985,7.07E-05,-H(-),C5H12O7P2,HMDB0001120,['hmdb40_kegg_H_F_K_Na'],Dimethylallylpyrophosphate
503,245.044,-0.0008022,-H(-),C6H15O8P,HMDB0240316,['hmdb40_kegg_H_F_K_Na'],1-Acyl-sn-glycero-3-phosphoglycerol
504,245.0811,0.0008639,-H(-),C14H14O4,HMDB0030786,['hmdb40_kegg_H_F_K_Na'],Marmesin
505,245.1257,-0.0001861,-H(-),C9H18N4O4,HMDB0255912,['hmdb40_kegg_H_F_K_Na'],N2-(D-1-Carboxyethyl)-L-arginine
506,245.1394,1.35E-05,-H(-),C12H22O5,HMDB0000413,['hmdb40_kegg_H_F_K_Na'],3-Hydroxydodecanedioic acid
507,245.1541,0.0006197,-H(-),C16H22O2,HMDB0036207,['hmdb40_kegg_H_F_K_Na'],NA
508,246.0083,-0.0004922,-H(-),C8H9NO6S,HMDB0062547,['hmdb40_kegg_H_F_K_Na'],2-Hydroxyacetaminophen sulfate
509,246.9405,0.0009359,-H(-),C3H6O9P2,NA,['hmdb40_kegg_H_F_K_Na'],"2,3-Diphosphoglyceric acid"
510,247.0609,0.0003395,-H(-),C13H12O5,HMDB0029971,['hmdb40_kegg_H_F_K_Na'],Coriandrone E
511,247.0972,0.0003489,-H(-),C14H16O4,HMDB0029575,['hmdb40_kegg_H_F_K_Na'],"(+)-cis-5,6-Dihydro-5-hydroxy-4-methoxy-6-(2-phenylethyl)-2H-pyran-2-one"
512,247.1187,3.41E-05,-H(-),C11H20O6,HMDB0031876,['hmdb40_kegg_H_F_K_Na'],Prenyl glucoside
513,247.1343,-0.0002877,-H(-),C15H20O3,HMDB0030757,['hmdb40_kegg_H_F_K_Na'],(S)-Pterosin A
514,247.1703,4.70E-06,-H(-),C16H24O2,HMDB0032228,['hmdb40_kegg_H_F_K_Na'],Dimethylbenzyl carbinyl hexanoate
515,248.0492,0.0007324,-H(-),C11H11N3O2S,HMDB0015028,['hmdb40_kegg_H_F_K_Na'],Sulfapyridine
516,249.067,-5.13E-05,-H(-),C15H10N2O2,HMDB0030227,['hmdb40_kegg_H_F_K_Na'],5-Methoxycanthin-6-one
517,249.0768,2.35E-05,-H(-),C13H14O5,HMDB0038926,['hmdb40_kegg_H_F_K_Na'],Citrinin
518,249.1132,6.19E-05,-H(-),C14H18O4,HMDB0002012,['hmdb40_kegg_H_F_K_Na'],Ubiquinone-1
519,249.1865,-0.0004673,-H(-),C16H26O2,HMDB0035293,['hmdb40_kegg_H_F_K_Na'],Norambreinolide
520,249.2225,-0.0001509,-H(-),C17H30O,HMDB0031336,['hmdb40_kegg_H_F_K_Na'],(Z)-9-Cycloheptadecen-1-one
521,250.0927,0.0005107,-H(-),C9H17NO7,HMDB0003254,['hmdb40_kegg_H_F_K_Na'],Muramic acid
522,250.1451,-0.0001977,-H(-),C14H21NO3,HMDB0245262,['hmdb40_kegg_H_F_K_Na'],NA
523,251.032,-0.0010069,-H(-),C10H8N2O6,NA,['hmdb40_kegg_H_F_K_Na'],"1,2,3,4-Tetrahydro-beta-carboline"
524,251.0357,-0.0007041,-H(-),C15H8O4,NA,['hmdb40_kegg_H_F_K_Na'],NA
525,251.056,0.0001151,-H(-),C12H12O6,HMDB0041195,['hmdb40_kegg_H_F_K_Na'],NA
526,251.0777,0.0009229,-H(-),C10H12N4O4,HMDB0000071,['hmdb40_kegg_H_F_K_Na'],Deoxyinosine
527,251.0935,-0.0009895,-H(-),C13H16O5,HMDB0030668,['hmdb40_kegg_H_F_K_Na'],"1-(2,4,6-Trimethoxyphenyl)-1,3-butanedione"
528,251.1129,0.0007317,-H(-),C10H20O7,HMDB0040822,['hmdb40_kegg_H_F_K_Na'],NA
529,251.1294,-0.0005211,-H(-),C14H20O4,HMDB0033197,['hmdb40_kegg_H_F_K_Na'],"2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione"
530,251.1654,-0.0001817,-H(-),C15H24O3,HMDB0030918,['hmdb40_kegg_H_F_K_Na'],1-Hydroxyepiacorone
531,251.2016,3.47E-05,-H(-),C16H28O2,HMDB0000477,['hmdb40_kegg_H_F_K_Na'],"7Z,10Z-Hexadecadienoic acid"
532,252.0737,0.0001579,-H(-),C9H11N5O4,HMDB0000727,['hmdb40_kegg_H_F_K_Na'],L-Threoneopterin
533,252.0876,0.0001315,-H(-),C12H15NO5,HMDB0011716,['hmdb40_kegg_H_F_K_Na'],N-Acetylvanilalanine
534,253.0031,-0.000722,-H(-),C7H10O8S,HMDB0130162,['hmdb40_kegg_H_F_K_Na'],NA
535,253.0516,-0.0010131,-H(-),C15H10O4,HMDB0003312,['hmdb40_kegg_H_F_K_Na'],Daidzein
536,253.0721,-0.0003799,-H(-),C12H14O6,HMDB0128666,['hmdb40_kegg_H_F_K_Na'],NA
537,253.0928,8.93E-05,-H(-),C9H18O8,HMDB0006790,['hmdb40_kegg_H_F_K_Na'],Galactosylglycerol
538,253.1081,6.55E-05,-H(-),C13H18O5,HMDB0032796,['hmdb40_kegg_H_F_K_Na'],"Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate"
539,253.1294,0.0011833,-H(-),C11H18N4O3,HMDB0005767,['hmdb40_kegg_H_F_K_Na'],Homoanserine
540,253.1806,0.0003083,-H(-),C15H26O3,HMDB0029604,['hmdb40_kegg_H_F_K_Na'],Lubiminol
541,253.196,0.0002155,-H(-),C19H26,HMDB0041371,['hmdb40_kegg_H_F_K_Na'],NA
542,253.2178,-0.0004513,-H(-),C16H30O2,HMDB0002186,['hmdb40_kegg_H_F_K_Na'],Hypogeic acid
543,254.1023,0.0011345,-H(-),C12H17NO5,NA,['hmdb40_kegg_H_F_K_Na'],NA
544,254.2491,-0.0001519,-H(-),C16H33NO,HMDB0012273,['hmdb40_kegg_H_F_K_Na'],Palmitic amide
545,254.9822,-0.0005334,-H(-),C6H8O9S,HMDB0060649,['hmdb40_kegg_H_F_K_Na'],NA
546,254.9907,0.0004094,-H(-),C6H9O9P,HMDB0247883,['hmdb40_kegg_H_F_K_Na'],L-Ascorbate 6-phosphate
547,255.0323,0.0009252,-H(-),C11H12O5S,HMDB0133689,['hmdb40_kegg_H_F_K_Na'],NA
548,255.0514,-0.0003723,-H(-),C11H12O7,HMDB0030809,['hmdb40_kegg_H_F_K_Na'],"(2R,3S)-Piscidic acid"
549,255.0663,-1.41E-05,-H(-),C15H12O4,HMDB0005760,['hmdb40_kegg_H_F_K_Na'],Dihydrodaidzein
550,255.1022,0.0004283,-H(-),C16H16O3,HMDB0029539,['hmdb40_kegg_H_F_K_Na'],Xenognosin A
551,255.1022,0.0004283,-H(-),C16H16O3,HMDB0037686,['hmdb40_kegg_H_F_K_Na'],NA
552,255.1965,0.0001033,-H(-),C15H28O3,HMDB0040904,['hmdb40_kegg_H_F_K_Na'],NA
553,255.2333,-0.0003023,-H(-),C16H32O2,HMDB0000220,['hmdb40_kegg_H_F_K_Na'],Palmitic acid
554,256.156,-0.0005931,-H(-),C13H23NO4,HMDB0013161,['hmdb40_kegg_H_F_K_Na'],2-Hexenoylcarnitine
555,257.0079,-0.0011266,-H(-),C6H11O9P,HMDB0001127,['hmdb40_kegg_H_F_K_Na'],6-Phosphonoglucono-D-lactone
556,257.0807,0.0011839,-H(-),C15H14O4,HMDB0004629,['hmdb40_kegg_H_F_K_Na'],O-Desmethylangolensin
557,257.1032,-0.0001359,-H(-),C12H18O6,HMDB0032527,['hmdb40_kegg_H_F_K_Na'],"1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone"
558,257.1151,-0.0008155,-H(-),C11H18N2O5,HMDB0038614,['hmdb40_kegg_H_F_K_Na'],NA
559,257.1549,-0.0001993,-H(-),C17H22O2,HMDB0030431,['hmdb40_kegg_H_F_K_Na'],Linalyl benzoate
560,257.1759,-4.91E-05,-H(-),C14H26O4,HMDB0000872,['hmdb40_kegg_H_F_K_Na'],Tetradecanedioic acid
561,257.2123,-0.0001077,-H(-),C15H30O3,HMDB0031061,['hmdb40_kegg_H_F_K_Na'],10-Hydroxymyristic acid methyl ester
562,258.0387,-0.0002842,-H(-),C6H14NO8P,HMDB0001109,['hmdb40_kegg_H_F_K_Na'],Glucosamine-1P
563,258.0531,0.000577,-H(-),C10H14NO5P,HMDB0246536,['hmdb40_kegg_H_F_K_Na'],NA
564,259.0224,4.40E-06,-H(-),C6H13O9P,HMDB0000124,['hmdb40_kegg_H_F_K_Na'],Fructose 6-phosphate
565,259.0969,0.0007139,-H(-),C15H16O4,HMDB0030110,['hmdb40_kegg_H_F_K_Na'],Celerin
566,259.1189,-0.0002049,-H(-),C12H20O6,HMDB0032857,['hmdb40_kegg_H_F_K_Na'],Glycerol tripropanoate
567,259.1305,-0.0006045,-H(-),C11H20N2O5,HMDB0011170,['hmdb40_kegg_H_F_K_Na'],gamma-Glutamylisoleucine
568,259.1816,-4.69E-05,-H(-),C16H24N2O,HMDB0014413,['hmdb40_kegg_H_F_K_Na'],Ropinirole
569,261.0719,0.0009027,-H(-),C9H14N2O7,HMDB0011164,['hmdb40_kegg_H_F_K_Na'],L-beta-aspartyl-L-glutamic acid
570,261.1137,-0.0004441,-H(-),C15H18O4,HMDB0030549,['hmdb40_kegg_H_F_K_Na'],"5,6-Dihydro-4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one"
571,261.1344,-1.29E-05,-H(-),C12H22O6,HMDB0031897,['hmdb40_kegg_H_F_K_Na'],Phaseolic acid
572,261.1504,-0.0007777,-H(-),C16H22O3,HMDB0133034,['hmdb40_kegg_H_F_K_Na'],3''-Hydroxy-geranylhydroquinone
573,263.0768,0.0004733,-H(-),C10H16O8,HMDB0034681,['hmdb40_kegg_H_F_K_Na'],3-Hydroxy-4-butanolide
574,263.0968,-0.0009468,-H(-),C11H20O5S,NA,['hmdb40_kegg_H_F_K_Na'],2-(6'-Methylthio)hexylmalic acid
575,263.1036,9.59E-05,-H(-),C13H16N2O4,HMDB0004259,['hmdb40_kegg_H_F_K_Na'],Acetyl-N-formyl-5-methoxykynurenamine
576,263.1085,-0.0007883,-H(-),C18H16O2,HMDB0033832,['hmdb40_kegg_H_F_K_Na'],Cinnamyl cinnamate
577,263.1142,-0.0005943,-H(-),C11H20O7,HMDB0041186,['hmdb40_kegg_H_F_K_Na'],NA
578,263.1298,-0.0008911,-H(-),C15H20O4,HMDB0001931,['hmdb40_kegg_H_F_K_Na'],Gamma-CEHC
579,263.1652,3.93E-05,-H(-),C16H24O3,HMDB0032090,['hmdb40_kegg_H_F_K_Na'],"12-Oxo-2,3-dinor-10,15-phytodienoic acid"
580,264.1108,-0.0005567,-H(-),C11H15N5O3,HMDB0254142,['hmdb40_kegg_H_F_K_Na'],NA
581,265.0827,0.0003285,-H(-),C12H14N2O5,HMDB0255007,['hmdb40_kegg_H_F_K_Na'],NA
582,265.1082,-9.25E-05,-H(-),C14H18O5,HMDB0040891,['hmdb40_kegg_H_F_K_Na'],NA
583,265.2175,-0.0001553,-H(-),C17H30O2,HMDB0031050,['hmdb40_kegg_H_F_K_Na'],"Methyl 2E,4Z-hexadecadienoate"
584,265.2541,-0.0003889,-H(-),C18H34O,HMDB0030965,['hmdb40_kegg_H_F_K_Na'],9-Octadecenal
585,266.0894,2.89E-05,-H(-),C10H13N5O4,HMDB0000050,['hmdb40_kegg_H_F_K_Na'],Adenosine
586,267.0483,-0.0004687,-H(-),C8H16N2O4S2,HMDB0000575,['hmdb40_kegg_H_F_K_Na'],DL-Homocystine
587,267.074,-0.0005515,-H(-),C10H12N4O5,HMDB0000195,['hmdb40_kegg_H_F_K_Na'],Inosine
588,267.1016,0.0011013,-H(-),C17H16O3,HMDB0032056,['hmdb40_kegg_H_F_K_Na'],Eugenyl benzoate
589,267.1144,-0.00023274,-H(-) [+2],C14H18O5,HMDB0040891,['hmdb40_kegg_H_F_K_Na'],NA
590,267.2332,-0.0002043,-H(-),C17H32O2,HMDB0030997,['hmdb40_kegg_H_F_K_Na'],Cyclohexaneundecanoic acid
591,267.2694,-5.19E-05,-H(-),C18H36O,HMDB0002384,['hmdb40_kegg_H_F_K_Na'],Stearaldehyde
592,268.9432,-2.13E-05,-H(-),C6H6O8S2,HMDB0029845,['hmdb40_kegg_H_F_K_Na'],Chymopapain
593,269.061,-0.0008064,-H(-),C11H14N2O4S,HMDB0240217,['hmdb40_kegg_H_F_K_Na'],S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine
594,269.065,0.0006286,-H(-),C6H15N4O6P,NA,['hmdb40_kegg_H_F_K_Na'],D-Lombricine
595,269.0816,0.0003019,-H(-),C16H14O4,HMDB0031612,['hmdb40_kegg_H_F_K_Na'],"3,5-Dimethoxy-2,7-phenanthrenediol"
596,269.1179,0.0004093,-H(-),C17H18O3,HMDB0041314,['hmdb40_kegg_H_F_K_Na'],NA
597,269.1763,-0.0004451,-H(-),C15H26O4,HMDB0040459,['hmdb40_kegg_H_F_K_Na'],(10S)-Juvenile hormone III acid diol
598,269.2122,-1.07E-05,-H(-),C16H30O3,HMDB0010733,['hmdb40_kegg_H_F_K_Na'],3-Oxohexadecanoic acid
599,269.2277,-0.0002555,-H(-),C20H30,HMDB0039155,['hmdb40_kegg_H_F_K_Na'],NA
600,269.2487,-0.0001363,-H(-),C17H34O2,HMDB0002259,['hmdb40_kegg_H_F_K_Na'],Heptadecanoic acid
601,270.0372,-0.0004293,-H(-),C9H9N3O7,NA,['hmdb40_kegg_H_F_K_Na'],NA
602,271.0615,-0.0002835,-H(-),C15H12O5,HMDB0002670,['hmdb40_kegg_H_F_K_Na'],Naringenin
603,271.082,0.0003407,-H(-),C12H16O7,HMDB0029943,['hmdb40_kegg_H_F_K_Na'],Arbutin
604,271.1329,0.0010903,-H(-),C17H20O3,HMDB0036558,['hmdb40_kegg_H_F_K_Na'],NA
605,271.1908,0.0007099,-H(-),C15H28O4,HMDB0035918,['hmdb40_kegg_H_F_K_Na'],"7(14)-Bisabolene-2,3,10,11-tetrol"
606,271.2279,7.30E-06,-H(-),C16H32O3,HMDB0006294,['hmdb40_kegg_H_F_K_Na'],16-Hydroxy hexadecanoic acid
607,272.1289,0.0002693,-H(-),C16H19NO3,HMDB0030187,['hmdb40_kegg_H_F_K_Na'],"(E,E)-Piperlonguminine"
608,273.0402,0.0002311,-H(-),C14H10O6,HMDB0033326,['hmdb40_kegg_H_F_K_Na'],BR-Xanthone B
609,273.0973,0.0007107,-H(-),C12H18O7,HMDB0244610,['hmdb40_kegg_H_F_K_Na'],NA
610,273.113,0.0002589,-H(-),C16H18O4,HMDB0033921,['hmdb40_kegg_H_F_K_Na'],"3-(1,1-Dimethyl-2-propenyl)-7,8-dimethoxy-2H-1-benzopyran-2-one"
611,273.1708,-7.85E-05,-H(-),C14H26O5,HMDB0000394,['hmdb40_kegg_H_F_K_Na'],3-Hydroxytetradecanedioic acid
612,274.0485,0.0001106,-H(-),C10H14NO6P,HMDB0013035,['hmdb40_kegg_H_F_K_Na'],Paraoxon
613,274.1043,0.0001471,-H(-),C10H17N3O6,HMDB0005766,['hmdb40_kegg_H_F_K_Na'],Norophthalmic acid
614,275.0176,-0.00022,-H(-),C6H13O10P,HMDB0001316,['hmdb40_kegg_H_F_K_Na'],6-Phosphogluconic acid
615,275.0926,-9.15E-05,-H(-),C15H16O5,HMDB0030145,['hmdb40_kegg_H_F_K_Na'],Ascochitine
616,275.113,0.0006137,-H(-),C12H20O7,HMDB0034263,['hmdb40_kegg_H_F_K_Na'],Triethyl citrate
